PolicyNumber,CustomerID,ClaimNumber,Age,Gender,CoverageAmount,PremiumAmount,PolicyStartDate,PolicyEndDate,PolicyType,ClaimStatus,ClaimDate,ClaimAmount,Age Group,Active/ Inactive
P2235,C2235,C2235,69,Female,105046.859375,916.989990234375,2024-04-02 00:00:00,2025-04-02 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2236,C2236,C2236,79,Male,31089.98046875,972.9500122070312,2024-05-16 00:00:00,2025-05-16 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2237,C2237,C2237,42,Female,102136.3671875,856.3400268554688,2024-04-17 00:00:00,2025-04-17 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2238,C2238,C2238,78,Male,16207.7197265625,245.97999572753906,2024-03-01 00:00:00,2025-03-01 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2239,C2239,C2239,30,Female,43575.3203125,922.7000122070312,2023-11-06 00:00:00,2024-11-06 00:00:00,Health,Rejected,NULL,0,Adult,Active
P224,C224,C224,52,Male,41295.30859375,245.1699981689453,2023-11-20 00:00:00,2024-11-20 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2240,C2240,C2240,64,Male,99043.3828125,481.54998779296875,2023-09-29 00:00:00,2024-09-29 00:00:00,Life,Rejected,NULL,0,Elder,Inactive
P2241,C2241,C2241,81,Female,20692.419921875,540.5399780273438,2023-08-10 00:00:00,2024-08-10 00:00:00,Travel,Settled,11-04-2024,3017.510009765625,Elder,Inactive
P2242,C2242,C2242,74,Male,69851.0703125,354.3900146484375,2023-12-28 00:00:00,2024-12-28 00:00:00,Life,Rejected,NULL,0,Elder,Active
P2243,C2243,C2243,70,Female,22669.41015625,964.489990234375,2024-06-18 00:00:00,2025-06-18 00:00:00,Health,Pending,05-05-2025,561.8900146484375,Elder,Active
P2244,C2244,C2244,54,Male,15075.0498046875,775.0399780273438,2024-05-24 00:00:00,2025-05-24 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P2245,C2245,C2245,33,Female,55849.01953125,1033.3299560546875,2023-11-09 00:00:00,2024-11-09 00:00:00,Health,Settled,01-10-2024,822.510009765625,Adult,Active
P2246,C2246,C2246,85,Male,18620.580078125,666.1599731445312,2023-09-20 00:00:00,2024-09-20 00:00:00,Life,Settled,05-04-2024,1543.260009765625,Elder,Inactive
P2247,C2247,C2247,22,Female,89796.9296875,760.469970703125,2023-11-27 00:00:00,2024-11-27 00:00:00,Travel,Settled,28-10-2024,4341.97021484375,Young Adult,Active
P2248,C2248,C2248,34,Male,103131.5625,918.1900024414062,2024-05-30 00:00:00,2025-05-30 00:00:00,Health,Settled,25-10-2024,1548.469970703125,Adult,Active
P2249,C2249,C2249,45,Female,10912.5,1017.469970703125,2024-02-14 00:00:00,2025-02-14 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P225,C225,C225,21,Female,56387.640625,839.9299926757812,2023-09-12 00:00:00,2024-09-12 00:00:00,Travel,Pending,12-11-2023,4640.56982421875,Young Adult,Inactive
P2250,C2250,C2250,32,Male,54613.48828125,717.9400024414062,2023-07-29 00:00:00,2024-07-29 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P2251,C2251,C2251,32,Female,73389.3984375,152.47999572753906,2024-03-27 00:00:00,2025-03-27 00:00:00,Auto,Pending,19-07-2024,3809.60009765625,Adult,Active
P2252,C2252,C2252,41,Male,75968.0703125,353.45001220703125,2024-02-07 00:00:00,2025-02-07 00:00:00,Life,Pending,14-06-2024,4501.18017578125,Adult,Active
P2253,C2253,C2253,82,Female,104655.34375,697.530029296875,2024-02-11 00:00:00,2025-02-11 00:00:00,Home,Rejected,NULL,0,Elder,Active
P2254,C2254,C2254,85,Male,98558.5703125,1065.18994140625,2023-09-25 00:00:00,2024-09-25 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P2255,C2255,C2255,38,Female,73364.3203125,328.6199951171875,2024-06-25 00:00:00,2025-06-25 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2256,C2256,C2256,19,Male,49623.1484375,994.27001953125,2023-11-08 00:00:00,2024-11-08 00:00:00,Life,Settled,07-12-2023,4514.3798828125,Young Adult,Active
P2257,C2257,C2257,34,Female,42014.51171875,1055.489990234375,2023-11-17 00:00:00,2024-11-17 00:00:00,Health,Pending,20-06-2024,4748.64013671875,Adult,Active
P2258,C2258,C2258,62,Male,97372.7109375,869.6900024414062,2024-02-23 00:00:00,2025-02-23 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P2259,C2259,C2259,21,Female,58482.30859375,732.52001953125,2024-03-14 00:00:00,2025-03-14 00:00:00,Life,Rejected,NULL,0,Young Adult,Active
P226,C226,C226,43,Male,74581.6875,835.6400146484375,2023-08-03 00:00:00,2024-08-03 00:00:00,Life,Pending,08-10-2023,3012.330078125,Adult,Inactive
P2260,C2260,C2260,77,Male,80015.3828125,849.469970703125,2023-09-19 00:00:00,2024-09-19 00:00:00,Auto,Settled,29-05-2024,3498.679931640625,Elder,Inactive
P2261,C2261,C2261,48,Female,41588.859375,994.6599731445312,2023-11-24 00:00:00,2024-11-24 00:00:00,Auto,Settled,28-10-2024,1132.3299560546875,Adult,Active
P2262,C2262,C2262,20,Male,43205.01953125,787.1599731445312,2024-03-16 00:00:00,2025-03-16 00:00:00,Travel,Rejected,NULL,0,Young Adult,Active
P2263,C2263,C2263,21,Female,89312.421875,470.7799987792969,2024-04-03 00:00:00,2025-04-03 00:00:00,Auto,Rejected,NULL,0,Young Adult,Active
P2264,C2264,C2264,47,Male,18549.55078125,645.1099853515625,2024-03-04 00:00:00,2025-03-04 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2265,C2265,C2265,58,Female,75370.84375,803,2024-01-18 00:00:00,2025-01-18 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P2266,C2266,C2266,78,Male,47275.2890625,715.5800170898438,2024-02-09 00:00:00,2025-02-09 00:00:00,Home,Pending,18-12-2024,2582.72998046875,Elder,Active
P2267,C2267,C2267,43,Female,32839.37890625,837.4299926757812,2023-08-13 00:00:00,2024-08-13 00:00:00,Travel,Settled,14-12-2023,5177.77001953125,Adult,Inactive
P2268,C2268,C2268,30,Male,61161.8515625,380.9100036621094,2023-11-07 00:00:00,2024-11-07 00:00:00,Travel,Pending,08-09-2024,2054.4599609375,Adult,Active
P2269,C2269,C2269,58,Female,25326.41015625,726.1500244140625,2024-03-07 00:00:00,2025-03-07 00:00:00,Auto,Settled,15-06-2024,4633.5,Adult,Active
P227,C227,C227,23,Female,63099.171875,233.99000549316406,2024-05-12 00:00:00,2025-05-12 00:00:00,Travel,Rejected,NULL,0,Young Adult,Active
P2270,C2270,C2270,43,Male,67441.3984375,760.1400146484375,2024-04-20 00:00:00,2025-04-20 00:00:00,Travel,Settled,18-01-2025,4590.509765625,Adult,Active
P2271,C2271,C2271,32,Female,71887.4765625,714.010009765625,2024-02-22 00:00:00,2025-02-22 00:00:00,Health,Settled,12-04-2024,4123.89013671875,Adult,Active
P2272,C2272,C2272,86,Male,45464.41015625,371.8500061035156,2024-06-21 00:00:00,2025-06-21 00:00:00,Travel,Settled,17-12-2024,2099.580078125,Elder,Active
P2273,C2273,C2273,76,Female,66390.8828125,892.3800048828125,2024-06-27 00:00:00,2025-06-27 00:00:00,Auto,Settled,18-05-2025,2755.330078125,Elder,Active
P2274,C2274,C2274,68,Male,72525.2421875,676.1900024414062,2023-07-17 00:00:00,2024-07-17 00:00:00,Home,Pending,17-07-2024,1985.9200439453125,Elder,Inactive
P2275,C2275,C2275,37,Female,90302.2421875,229.5399932861328,2024-05-05 00:00:00,2025-05-05 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P2276,C2276,C2276,42,Male,10020.26953125,1013.8400268554688,2024-03-03 00:00:00,2025-03-03 00:00:00,Health,Settled,28-12-2024,5060.93017578125,Adult,Active
P2277,C2277,C2277,83,Female,86617.6796875,493.5299987792969,2023-10-04 00:00:00,2024-10-04 00:00:00,Travel,Settled,24-06-2024,1832.739990234375,Elder,Inactive
P2278,C2278,C2278,42,Male,44572.41015625,565.6099853515625,2023-08-10 00:00:00,2024-08-10 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P2279,C2279,C2279,60,Female,58898.55859375,762.6699829101562,2023-09-12 00:00:00,2024-09-12 00:00:00,Home,Pending,15-10-2023,5423.669921875,Adult,Inactive
P228,C228,C228,73,Male,49207.66015625,722.6400146484375,2024-06-01 00:00:00,2025-06-01 00:00:00,Health,Rejected,NULL,0,Elder,Active
P2280,C2280,C2280,72,Male,13587.4599609375,618.0800170898438,2023-10-20 00:00:00,2024-10-20 00:00:00,Auto,Pending,29-10-2023,1599.1400146484375,Elder,Active
P2281,C2281,C2281,53,Female,72571.2421875,1084.719970703125,2024-06-10 00:00:00,2025-06-10 00:00:00,Travel,Settled,18-11-2024,4836.990234375,Adult,Active
P2282,C2282,C2282,35,Male,35297.41015625,911.3900146484375,2024-07-05 00:00:00,2025-07-05 00:00:00,Travel,Settled,09-05-2025,5420.58984375,Adult,Active
P2283,C2283,C2283,86,Female,72551.609375,468.739990234375,2023-12-16 00:00:00,2024-12-16 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2284,C2284,C2284,83,Male,66088.921875,229.61000061035156,2023-12-15 00:00:00,2024-12-15 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P2285,C2285,C2285,80,Female,57266.80859375,951.5999755859375,2024-05-16 00:00:00,2025-05-16 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2286,C2286,C2286,44,Male,60050.55078125,591.5999755859375,2023-08-24 00:00:00,2024-08-24 00:00:00,Health,Settled,08-06-2024,4454.52001953125,Adult,Inactive
P2287,C2287,C2287,67,Female,37876.5,1064.6199951171875,2023-09-30 00:00:00,2024-09-30 00:00:00,Auto,Pending,16-07-2024,5229.43994140625,Elder,Inactive
P2288,C2288,C2288,75,Male,96273.65625,1046.8499755859375,2023-11-16 00:00:00,2024-11-16 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2289,C2289,C2289,61,Female,25347.060546875,603.0399780273438,2023-09-06 00:00:00,2024-09-06 00:00:00,Travel,Pending,27-01-2024,3242.429931640625,Elder,Inactive
P229,C229,C229,45,Female,15288.6796875,421.42999267578125,2024-01-18 00:00:00,2025-01-18 00:00:00,Health,Settled,28-06-2024,527.8200073242188,Adult,Active
P2290,C2290,C2290,49,Male,53068.2890625,1081.9599609375,2023-11-01 00:00:00,2024-11-01 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2291,C2291,C2291,20,Female,80159.9765625,676.6199951171875,2024-03-07 00:00:00,2025-03-07 00:00:00,Auto,Pending,16-11-2024,1512.699951171875,Young Adult,Active
P2292,C2292,C2292,22,Male,91733.890625,305.6600036621094,2024-06-29 00:00:00,2025-06-29 00:00:00,Auto,Rejected,NULL,0,Young Adult,Active
P2293,C2293,C2293,28,Female,93856.4296875,313.9800109863281,2023-09-18 00:00:00,2024-09-18 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P2294,C2294,C2294,57,Male,53421.25,231.61000061035156,2024-02-07 00:00:00,2025-02-07 00:00:00,Health,Pending,01-12-2024,3202.679931640625,Adult,Active
P2295,C2295,C2295,79,Female,14515,122.01000213623047,2023-08-01 00:00:00,2024-08-01 00:00:00,Travel,Settled,30-05-2024,3585.610107421875,Elder,Inactive
P2296,C2296,C2296,35,Male,71196.2890625,862.010009765625,2024-04-17 00:00:00,2025-04-17 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P2297,C2297,C2297,19,Female,83888.71875,770.6599731445312,2023-12-28 00:00:00,2024-12-28 00:00:00,Travel,Rejected,NULL,0,Young Adult,Active
P2298,C2298,C2298,73,Male,53221.91015625,396.44000244140625,2023-10-02 00:00:00,2024-10-02 00:00:00,Travel,Settled,23-06-2024,2480.0400390625,Elder,Inactive
P2299,C2299,C2299,42,Female,97165.4765625,559.8400268554688,2023-07-15 00:00:00,2024-07-15 00:00:00,Auto,Rejected,NULL,0,Adult,Inactive
P23,C23,C23,33,Female,81644.40625,944.4500122070312,2024-02-09 00:00:00,2025-02-09 00:00:00,Travel,Settled,13-07-2024,4730.06982421875,Adult,Active
P230,C230,C230,45,Male,12165.330078125,519.52001953125,2023-08-04 00:00:00,2024-08-04 00:00:00,Auto,Rejected,NULL,0,Adult,Inactive
P2300,C2300,C2300,53,Male,80388.03125,892.030029296875,2023-07-22 00:00:00,2024-07-22 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P2301,C2301,C2301,75,Female,89172.046875,838,2023-07-21 00:00:00,2024-07-21 00:00:00,Home,Pending,05-11-2023,5280.41015625,Elder,Inactive
P2302,C2302,C2302,85,Male,10026.7802734375,357.29998779296875,2024-06-25 00:00:00,2025-06-25 00:00:00,Travel,Settled,01-09-2024,2964.56005859375,Elder,Active
P2303,C2303,C2303,47,Female,53066.30859375,123.43000030517578,2024-04-24 00:00:00,2025-04-24 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P2304,C2304,C2304,20,Male,104233.7265625,543.6099853515625,2024-06-14 00:00:00,2025-06-14 00:00:00,Travel,Settled,13-08-2024,2533.43994140625,Young Adult,Active
P2305,C2305,C2305,33,Female,44297.109375,1075.530029296875,2023-11-04 00:00:00,2024-11-04 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P2306,C2306,C2306,82,Male,75431.2890625,461.6099853515625,2023-08-06 00:00:00,2024-08-06 00:00:00,Travel,Settled,15-01-2024,1994.3399658203125,Elder,Inactive
P2307,C2307,C2307,54,Female,30139.2109375,822.8800048828125,2023-07-30 00:00:00,2024-07-30 00:00:00,Travel,Settled,14-09-2023,4674.06005859375,Adult,Inactive
P2308,C2308,C2308,29,Male,68893.546875,1097.3499755859375,2023-10-08 00:00:00,2024-10-08 00:00:00,Travel,Settled,10-09-2024,5250.81005859375,Adult,Inactive
P2309,C2309,C2309,54,Female,52519.48046875,764.2999877929688,2023-09-12 00:00:00,2024-09-12 00:00:00,Auto,Rejected,NULL,0,Adult,Inactive
P231,C231,C231,75,Female,32078.5703125,212.9499969482422,2023-11-15 00:00:00,2024-11-15 00:00:00,Health,Pending,18-01-2024,3940.02001953125,Elder,Active
P2310,C2310,C2310,27,Male,78918.8828125,1030.6199951171875,2023-09-20 00:00:00,2024-09-20 00:00:00,Life,Settled,26-05-2024,3719.97998046875,Adult,Inactive
P2311,C2311,C2311,84,Female,36267.9609375,452.9700012207031,2023-12-07 00:00:00,2024-12-07 00:00:00,Life,Pending,12-12-2023,3382,Elder,Active
P2312,C2312,C2312,42,Male,95580.9765625,501.9800109863281,2023-10-10 00:00:00,2024-10-10 00:00:00,Health,Settled,02-06-2024,1150.1500244140625,Adult,Inactive
P2313,C2313,C2313,78,Female,88702.703125,110.30999755859375,2024-05-28 00:00:00,2025-05-28 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2314,C2314,C2314,35,Male,18308.380859375,815.3699951171875,2024-05-10 00:00:00,2025-05-10 00:00:00,Home,Rejected,NULL,0,Adult,Active
P2315,C2315,C2315,53,Female,88116.6328125,814.6799926757812,2023-08-19 00:00:00,2024-08-19 00:00:00,Travel,Settled,22-08-2023,3621.300048828125,Adult,Inactive
P2316,C2316,C2316,78,Male,61362.421875,496.2900085449219,2024-07-12 00:00:00,2025-07-12 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2317,C2317,C2317,68,Female,48185.26953125,349.44000244140625,2024-05-24 00:00:00,2025-05-24 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2318,C2318,C2318,81,Male,91805.5,882.5900268554688,2023-10-14 00:00:00,2024-10-14 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2319,C2319,C2319,18,Female,28525.099609375,587.52001953125,2023-09-05 00:00:00,2024-09-05 00:00:00,Life,Rejected,NULL,0,Young Adult,Inactive
P232,C232,C232,57,Male,66064.1796875,206.30999755859375,2024-05-28 00:00:00,2025-05-28 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P2320,C2320,C2320,26,Male,43088.12890625,327.9200134277344,2024-02-08 00:00:00,2025-02-08 00:00:00,Home,Settled,05-05-2024,4920.080078125,Adult,Active
P2321,C2321,C2321,69,Female,76641.5,580.8900146484375,2023-12-11 00:00:00,2024-12-11 00:00:00,Home,Rejected,NULL,0,Elder,Active
P2322,C2322,C2322,26,Male,34878.94140625,713.6900024414062,2024-03-29 00:00:00,2025-03-29 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2323,C2323,C2323,27,Female,38305.01953125,1026.7900390625,2024-07-07 00:00:00,2025-07-07 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P2324,C2324,C2324,78,Male,88216.609375,530.1500244140625,2023-12-31 00:00:00,2024-12-31 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2325,C2325,C2325,43,Female,18865.779296875,222.8000030517578,2024-01-16 00:00:00,2025-01-16 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2326,C2326,C2326,75,Male,84723.2421875,332.42999267578125,2024-02-11 00:00:00,2025-02-11 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2327,C2327,C2327,77,Female,31656.330078125,908.1300048828125,2023-10-19 00:00:00,2024-10-19 00:00:00,Travel,Pending,06-07-2024,1284.3900146484375,Elder,Active
P2328,C2328,C2328,35,Male,89681.7109375,603.8200073242188,2023-11-01 00:00:00,2024-11-01 00:00:00,Auto,Pending,16-02-2024,613.4299926757812,Adult,Active
P2329,C2329,C2329,34,Female,39859.80078125,503.8699951171875,2024-07-07 00:00:00,2025-07-07 00:00:00,Life,Settled,21-04-2025,1261.489990234375,Adult,Active
P233,C233,C233,52,Female,49238.46875,871.1300048828125,2023-11-01 00:00:00,2024-11-01 00:00:00,Travel,Settled,13-10-2024,885.77001953125,Adult,Active
P2330,C2330,C2330,63,Male,94220.6328125,665.8599853515625,2023-08-21 00:00:00,2024-08-21 00:00:00,Travel,Pending,08-10-2023,2566.800048828125,Elder,Inactive
P2331,C2331,C2331,79,Female,45372.23828125,550.5700073242188,2023-10-06 00:00:00,2024-10-06 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P2332,C2332,C2332,44,Male,71051.140625,630.8699951171875,2024-03-16 00:00:00,2025-03-16 00:00:00,Travel,Settled,22-11-2024,3873.199951171875,Adult,Active
P2333,C2333,C2333,56,Female,26081.19921875,691.77001953125,2023-07-16 00:00:00,2024-07-16 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P2334,C2334,C2334,85,Male,23356.4296875,940.9000244140625,2024-05-09 00:00:00,2025-05-09 00:00:00,Home,Rejected,NULL,0,Elder,Active
P2335,C2335,C2335,47,Female,71471.2734375,634.3400268554688,2024-01-22 00:00:00,2025-01-22 00:00:00,Travel,Settled,19-06-2024,3589.179931640625,Adult,Active
P2336,C2336,C2336,61,Male,18728.599609375,449.6400146484375,2023-09-10 00:00:00,2024-09-10 00:00:00,Home,Settled,29-06-2024,3347.52001953125,Elder,Inactive
P2337,C2337,C2337,45,Female,52998.8984375,133.7100067138672,2023-08-02 00:00:00,2024-08-02 00:00:00,Auto,Pending,25-08-2023,5230.08984375,Adult,Inactive
P2338,C2338,C2338,72,Male,105310.921875,321.07000732421875,2024-03-23 00:00:00,2025-03-23 00:00:00,Health,Rejected,NULL,0,Elder,Active
P2339,C2339,C2339,52,Female,88935.53125,994.739990234375,2024-04-28 00:00:00,2025-04-28 00:00:00,Life,Settled,15-03-2025,2985.280029296875,Adult,Active
P234,C234,C234,74,Male,12262,232.60000610351562,2023-10-18 00:00:00,2024-10-18 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2340,C2340,C2340,41,Male,32278.66015625,135.30999755859375,2023-11-09 00:00:00,2024-11-09 00:00:00,Travel,Pending,03-01-2024,3889.669921875,Adult,Active
P2341,C2341,C2341,87,Female,22172.939453125,427.2200012207031,2024-07-07 00:00:00,2025-07-07 00:00:00,Travel,Settled,17-03-2025,1560.199951171875,Elder,Active
P2342,C2342,C2342,75,Male,95060.640625,664.989990234375,2024-05-29 00:00:00,2025-05-29 00:00:00,Travel,Settled,07-02-2025,3491.409912109375,Elder,Active
P2343,C2343,C2343,36,Female,80981.4921875,676.030029296875,2024-01-25 00:00:00,2025-01-25 00:00:00,Home,Rejected,NULL,0,Adult,Active
P2344,C2344,C2344,36,Male,25518.359375,344.0199890136719,2023-12-13 00:00:00,2024-12-13 00:00:00,Health,Settled,25-09-2024,2064.580078125,Adult,Active
P2345,C2345,C2345,85,Female,105423.8671875,307.6000061035156,2023-12-23 00:00:00,2024-12-23 00:00:00,Health,Rejected,NULL,0,Elder,Active
P2346,C2346,C2346,46,Male,84689.859375,694.5999755859375,2023-08-11 00:00:00,2024-08-11 00:00:00,Travel,Settled,29-11-2023,2704.8798828125,Adult,Inactive
P2347,C2347,C2347,83,Female,75037.0234375,706.739990234375,2024-05-13 00:00:00,2025-05-13 00:00:00,Home,Rejected,NULL,0,Elder,Active
P2348,C2348,C2348,27,Male,97143.578125,719.4000244140625,2024-07-01 00:00:00,2025-07-01 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2349,C2349,C2349,70,Female,18284.9609375,931.1799926757812,2024-06-09 00:00:00,2025-06-09 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P235,C235,C235,59,Female,26251.439453125,263.4700012207031,2023-08-10 00:00:00,2024-08-10 00:00:00,Home,Settled,19-01-2024,4797.7998046875,Adult,Inactive
P2350,C2350,C2350,84,Male,67570.75,287.9599914550781,2023-08-16 00:00:00,2024-08-16 00:00:00,Travel,Settled,23-11-2023,3951.679931640625,Elder,Inactive
P2351,C2351,C2351,46,Female,78412.75,838.3099975585938,2023-11-08 00:00:00,2024-11-08 00:00:00,Travel,Pending,22-01-2024,3184.090087890625,Adult,Active
P2352,C2352,C2352,59,Male,89964.578125,792.969970703125,2023-12-30 00:00:00,2024-12-30 00:00:00,Home,Rejected,NULL,0,Adult,Active
P2353,C2353,C2353,34,Female,102898.3515625,275.8500061035156,2023-12-31 00:00:00,2024-12-31 00:00:00,Auto,Pending,23-01-2024,3416.530029296875,Adult,Active
P2354,C2354,C2354,56,Male,84528.5390625,119.5,2023-10-28 00:00:00,2024-10-28 00:00:00,Health,Settled,09-08-2024,2402.360107421875,Adult,Active
P2355,C2355,C2355,33,Female,69160.203125,377.8900146484375,2023-09-04 00:00:00,2024-09-04 00:00:00,Travel,Settled,23-07-2024,5212.2998046875,Adult,Inactive
P2356,C2356,C2356,65,Male,97682.4609375,1029.06005859375,2024-01-12 00:00:00,2025-01-12 00:00:00,Life,Rejected,NULL,0,Elder,Active
P2357,C2357,C2357,84,Female,11405.349609375,254.39999389648438,2024-04-09 00:00:00,2025-04-09 00:00:00,Health,Pending,24-06-2024,780.530029296875,Elder,Active
P2358,C2358,C2358,71,Male,102953.53125,861.5499877929688,2024-03-13 00:00:00,2025-03-13 00:00:00,Health,Rejected,NULL,0,Elder,Active
P2359,C2359,C2359,80,Female,48189.3984375,293.7900085449219,2024-03-05 00:00:00,2025-03-05 00:00:00,Home,Pending,05-12-2024,846.7000122070312,Elder,Active
P236,C236,C236,57,Male,72813.4375,105.68000030517578,2024-04-23 00:00:00,2025-04-23 00:00:00,Health,Pending,02-05-2024,5098.2998046875,Adult,Active
P2360,C2360,C2360,74,Male,72777.6484375,146.64999389648438,2024-07-10 00:00:00,2025-07-10 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P2361,C2361,C2361,25,Female,36695.66015625,346.989990234375,2024-05-18 00:00:00,2025-05-18 00:00:00,Travel,Pending,28-06-2024,4520.47021484375,Adult,Active
P2362,C2362,C2362,83,Male,73058.046875,504.8999938964844,2023-09-28 00:00:00,2024-09-28 00:00:00,Travel,Settled,02-07-2024,3319.830078125,Elder,Inactive
P2363,C2363,C2363,51,Female,11914.16015625,618.1599731445312,2024-05-21 00:00:00,2025-05-21 00:00:00,Health,Pending,04-03-2025,4781.3798828125,Adult,Active
P2364,C2364,C2364,58,Male,47314.5,810.6099853515625,2024-05-08 00:00:00,2025-05-08 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P2365,C2365,C2365,83,Female,89655.9375,892.8099975585938,2024-01-19 00:00:00,2025-01-19 00:00:00,Home,Pending,29-10-2024,1974.6500244140625,Elder,Active
P2366,C2366,C2366,39,Male,96985.46875,618.969970703125,2023-11-13 00:00:00,2024-11-13 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P2367,C2367,C2367,39,Female,71982.6171875,628.4000244140625,2023-12-16 00:00:00,2024-12-16 00:00:00,Auto,Pending,06-09-2024,4005.340087890625,Adult,Active
P2368,C2368,C2368,72,Male,60724.71875,722.7100219726562,2023-11-19 00:00:00,2024-11-19 00:00:00,Travel,Settled,04-09-2024,2590.969970703125,Elder,Active
P2369,C2369,C2369,76,Female,62480.62109375,928.0800170898438,2024-04-26 00:00:00,2025-04-26 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P237,C237,C237,27,Female,51872.640625,251.6999969482422,2024-07-10 00:00:00,2025-07-10 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P2370,C2370,C2370,37,Male,52465.46875,412.510009765625,2023-07-18 00:00:00,2024-07-18 00:00:00,Life,Rejected,NULL,0,Adult,Inactive
P2371,C2371,C2371,45,Female,93010.6171875,938.1199951171875,2024-02-02 00:00:00,2025-02-02 00:00:00,Health,Rejected,NULL,0,Adult,Active
P2372,C2372,C2372,57,Male,41690.78125,923.9199829101562,2023-08-25 00:00:00,2024-08-25 00:00:00,Life,Pending,23-03-2024,4756.43017578125,Adult,Inactive
P2373,C2373,C2373,39,Female,11027.6396484375,719.3200073242188,2023-07-15 00:00:00,2024-07-15 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P2374,C2374,C2374,26,Male,74216.5078125,1054.1300048828125,2023-08-11 00:00:00,2024-08-11 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P2375,C2375,C2375,87,Female,77744.7109375,915.6300048828125,2024-01-20 00:00:00,2025-01-20 00:00:00,Travel,Pending,10-05-2024,4327.14990234375,Elder,Active
P2376,C2376,C2376,27,Male,103440.9921875,128.4499969482422,2023-10-04 00:00:00,2024-10-04 00:00:00,Auto,Rejected,NULL,0,Adult,Inactive
P2377,C2377,C2377,50,Female,82433.0703125,929.030029296875,2023-08-02 00:00:00,2024-08-02 00:00:00,Auto,Settled,21-04-2024,2598.820068359375,Adult,Inactive
P2378,C2378,C2378,56,Male,77060.6328125,319.67999267578125,2023-07-25 00:00:00,2024-07-25 00:00:00,Travel,Settled,17-07-2024,2913.389892578125,Adult,Inactive
P2379,C2379,C2379,18,Female,48523.51953125,575.0999755859375,2024-06-10 00:00:00,2025-06-10 00:00:00,Travel,Settled,26-06-2024,3328.080078125,Young Adult,Active
P238,C238,C238,50,Male,34858.87890625,1099.5,2023-10-30 00:00:00,2024-10-30 00:00:00,Life,Rejected,NULL,0,Adult,Active
P2380,C2380,C2380,55,Male,55001.46875,380.8299865722656,2024-04-14 00:00:00,2025-04-14 00:00:00,Health,Pending,28-01-2025,1341.22998046875,Adult,Active
P2381,C2381,C2381,56,Female,51920.5703125,549.2899780273438,2024-01-29 00:00:00,2025-01-29 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P2382,C2382,C2382,58,Male,52690.7890625,494.8500061035156,2023-11-06 00:00:00,2024-11-06 00:00:00,Life,Rejected,NULL,0,Adult,Active
P2383,C2383,C2383,39,Female,48300.33984375,424.1600036621094,2023-09-08 00:00:00,2024-09-08 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P2384,C2384,C2384,22,Male,10451.7197265625,486.45001220703125,2024-06-23 00:00:00,2025-06-23 00:00:00,Life,Rejected,NULL,0,Young Adult,Active
